A,B
1.6828914,2.977251
1.6648031,2.9273007
1.6769776,2.9629276
1.6696924,2.9493322
1.6574303,2.9651375
1.6642425,2.9484935
1.6710179,2.9510908
1.6833814,2.9555094
1.6741431,2.931374
1.678813,2.9538305
1.6720734,2.928458
1.6762084,2.9598885
1.6717192,2.884819
1.6696424,3.0072412
1.679397,2.9476337
1.6726496,2.9205222
1.6751968,2.9991894
1.6547152,2.909828
1.666739,2.8959732
1.67759,2.9589708
1.685493,2.9747858
1.6680729,2.9797833
1.6711805,2.9519196
1.6703545,2.9388728
1.672495,2.9604948
1.6775825,2.956911
1.6807096,2.9586926
1.651598,2.8888855
1.6765976,2.952424
1.6751397,2.9791164
1.6854408,3.0070088
1.6710867,2.9762714
1.6761448,2.9788587
1.6658713,2.9518912
1.6631241,2.9474435
1.6645216,2.9118469
1.6633064,2.9129775
1.6776347,2.9689326
1.6720544,2.942497
1.6702664,2.9473906
1.6727953,2.9512753
1.6725533,2.96096
1.6672595,2.9291706
1.671719,2.968004
1.6762942,2.938082
1.6708133,2.9120069
1.6730042,2.974602
1.6718166,2.954822
1.6746647,2.9537683
1.6846654,2.9787977
1.683475,2.98052
1.6655816,2.9496756
1.6780496,2.9318192
1.6682818,2.9157298
1.6800146,2.9343174
1.6726538,2.9731493
1.6725613,2.961786
1.6740375,2.967493
1.6681777,2.929578
1.6778135,2.9827363
1.6704459,2.9169347
1.6623753,2.9343073
1.6575762,2.9213648
1.6752878,2.9777966
1.6809996,2.9919019
1.6686742,2.9145753
1.6670922,2.9358952
1.6686928,2.975441
1.68592,2.9875386
1.6648293,2.9460423
1.6748242,2.989688
1.6569799,2.8976645
1.6886679,2.9526403
1.6696545,2.9601898
1.6744597,2.9672961
1.6837258,2.9539642
1.6695936,2.9325073
1.6658022,2.948357
1.6799839,2.95849
1.6844683,2.915036
1.676535,2.9549203
1.6834067,2.969269
1.6830671,2.9770863
1.6711953,2.9435802
1.6742821,2.9516463
1.6633162,2.9142604
1.6674291,2.9593067
1.6779203,2.9731095
1.6793337,2.9670212
1.6639057,2.971055
1.6721132,2.941671
1.6738882,2.9968255
1.6620753,2.9624653
1.6713288,2.9348373
1.6664872,2.97106
1.6590356,2.9083204
1.6624177,2.9180045
1.6593221,2.9385176
1.6735172,2.9698362
1.6631145,2.8865135
1.6715337,2.9298434
1.6804864,2.9467218
1.6766711,2.9558167
1.683562,2.9667268
1.6755898,2.926325
1.6708726,2.9591272
1.6654767,2.947112
1.6737659,2.9726098
1.6822512,2.9821615
1.6803054,2.997656
1.6668382,2.8979223
1.6628296,2.973178
1.682976,2.9739084
1.6662561,2.950013
1.6799601,2.9776428
1.6793323,2.9323874
1.6778996,2.9391556
1.6759987,2.985096
1.6599854,2.9753067
1.6815943,2.9774725
1.6711711,2.9502926
1.6719518,2.964826
1.6725408,2.9576488
1.681609,2.96406
1.6694424,2.912761
1.6742265,2.931429
1.6729307,2.9666986
1.678602,2.9476144
1.6751034,2.944601
1.6747961,2.9724762
1.6683077,2.9266467
1.668908,2.9231324
1.6632756,2.9632525
1.6672095,2.9175477
1.6580132,2.9773178
1.6811022,2.9352179
1.6706638,2.929374
1.6677271,2.9372985
1.6786791,2.931267
1.6617293,2.9219568
1.6620846,2.8971179
1.6678615,2.9336038
1.6650294,2.9540076
1.6645287,2.9631157
1.6543181,2.9231818
1.6724956,2.9399257
1.6714221,2.9597344
1.6770328,2.9352813
1.6790284,2.976763
1.6675838,2.9317791
1.6669443,2.9419372
1.6693401,2.9580827
1.6804779,2.954256
1.6693525,2.917923
1.6759312,2.9453855
1.6799616,2.964276
1.656728,2.892422
1.6558484,2.9215953
1.6797544,2.92449
1.6768185,2.9611707
1.6718338,2.9852452
1.670548,2.9384756
1.671793,2.9384618
1.6782525,2.97352
1.6719916,2.9286132
1.6580359,2.9459765
1.6745616,2.9860055
1.6756693,2.9574862
1.6747639,2.9539926
1.6825254,2.9407625
1.6812509,3.0397308
1.6686729,2.9396517
1.6626749,2.9741108
1.6745733,2.9712765
1.6735948,2.9857757
1.6837387,2.9678836
1.677182,2.983872
1.6866627,2.963149
1.6739831,2.9612203
1.6751797,2.9196403
1.6569012,2.9353697
1.6716026,2.963657
1.6808062,2.9871006
1.6637833,2.9395988
1.6677984,2.9377892
1.6715916,2.9590576
1.6684417,2.974813
1.6759406,2.9638329
1.6726913,2.9656324
1.6627966,2.954612
1.6609255,2.9064326
1.6837766,2.9571285
1.6695573,2.938237
1.673478,2.9269247
1.6698582,2.9008563
1.665791,2.9401424
1.6776681,2.9356778
1.6709735,2.9281764
1.6850458,3.0154715
1.6666796,2.9821944
1.6658666,2.9496722
1.6787741,2.967346
1.6703533,2.9126399
1.6513581,2.9457378
1.6565814,2.9406962
1.6729759,3.005472
1.6630751,2.94223
1.6612676,2.9495637
1.6718372,2.9506047
1.6746955,2.9229617
1.673085,2.9030013
1.6590343,2.954134
1.6734649,2.9796457
1.668896,2.9305217
1.6687055,2.9625373
1.6745541,2.9945557
1.6617965,2.9101086
1.6594256,2.935848
1.6562018,2.8981905
1.6728853,2.9507983
1.6793299,2.9380984
1.6616929,2.9204118
1.6811007,2.9421332
1.6617266,2.9307082
1.6671412,2.9849253
1.6696534,2.9475596
1.6772853,2.940752
1.6648045,2.9474711
1.6760223,2.938053
1.662077,2.930666
1.6777292,2.9700344
1.6753918,2.9666584
1.6816955,2.9409704
1.6722972,2.9611692
1.6747102,2.9688318
1.6559383,2.9190834
1.6724052,2.9582036
1.6719965,2.9651704
1.6734715,2.9854887
1.6657269,2.9303408
1.6739401,2.9595854
1.6556462,2.909722
1.6626344,2.8886106
1.6733733,2.9463217
1.6699017,2.9034972
1.6752223,2.9649143
1.6550561,2.9353776
1.6566788,2.870887
1.6696819,2.9643214
1.6733059,2.9672272
1.6746868,2.934229
1.6823076,2.9732223
1.6694881,2.9792097
1.6820201,2.9610555
1.6631614,2.9119995
1.6705787,2.984055
1.6642351,2.8988972
1.6720823,2.9397743
1.6710715,2.909658
1.663751,2.9547963
1.669043,2.9552357
1.6715024,2.9595668
1.6540093,2.9498053
1.6710068,2.9421623
1.6720964,2.976449
1.669034,2.9132998
1.6772436,2.940797
1.6652205,2.9786706
1.6838353,2.9382584
1.670591,2.9612014
1.6790704,2.9641674
1.6644397,2.962001
1.6490132,2.8842552
1.6861033,2.9817824
1.6729765,2.9396627
1.6726542,2.9650078
1.6780636,2.9719372
1.6678333,2.9746757
1.6707733,2.9029686
1.6641881,2.9790149
1.6709765,2.9435785
1.6736636,2.980341
1.6738129,2.9571333
1.665343,2.946601
1.677158,2.9339063
1.6708703,2.9462826
1.6763957,2.9681218
1.66752,2.9298635
1.6798263,3.001685
1.6748793,2.9503958
1.6693008,2.916326
1.674647,2.981801
1.6751285,2.9517307
1.6839988,2.9748857
1.665207,2.9536805
1.671265,2.9093254
1.6708698,2.9697652
1.6782429,2.9826534
1.6757728,2.9538763
1.6664847,2.9539776
1.662192,2.943824
1.6638223,2.9131734
1.678892,2.9840138
1.6666002,2.9932692
1.6721461,2.904988
1.6804097,2.9801817
1.6665565,2.9067352
1.6739777,2.953568
1.6770523,2.9166958
1.6788493,2.9772007
1.6769718,2.9534643
1.6716391,2.9191985
1.6663265,2.901149
1.6689391,2.9366274
1.6621937,2.9348152
1.6748034,2.9697783
1.6686971,2.9498646
1.6841784,2.9807994
1.6760705,2.958178
1.6755804,2.910966
1.6701146,2.9390097
1.6810881,2.971158
1.6642623,2.9118261
1.6706878,2.9570806
1.6779282,2.9279668
1.6700807,2.914683
1.6658945,2.932842
1.6653464,2.9250662
1.66284,2.9667966
1.6710091,2.9716735
1.6652315,2.9531026
1.6753402,2.949276
1.6720433,2.9489324
1.6870772,2.9997957
1.6725667,2.9256907
1.6841489,2.9405584
1.6716666,2.9552507
1.6756568,2.9560814
1.6885309,2.9695272
1.6797873,2.9388664
1.6680348,2.950234
1.6619381,2.9272323
1.6759909,2.9773548
1.6791832,2.9186525
1.6751001,2.9587398
1.6726742,2.9378707
1.6563438,2.9398146
1.6505127,2.9072144
1.6732554,2.968148
1.6701931,2.93448
1.6718014,2.9641745
1.6834953,2.987709
1.6688765,2.9431481
1.6648998,2.9732628
1.6608983,2.9233482
1.6614791,2.9528787
1.6556113,2.9174511
1.6674025,2.945941
1.6716918,2.9980872
1.6599998,2.9106662
1.6582973,2.9514763
1.6789509,2.9643228
1.6793995,2.9860888
1.6786762,2.921025
1.6574414,2.9450488
1.6550118,2.912033
1.6760632,2.9407685
1.6629989,2.9525194
1.6626221,2.940135
1.6586233,2.9313464
1.6599085,2.9009628
1.6782806,2.9178014
1.6630226,2.9916315
1.6646935,2.8947463
1.6731933,2.9607825
1.6801205,2.991503
1.68072,2.9567487
1.6705078,2.9404368
1.6737117,2.978467
1.671922,2.945564
1.6665804,2.9122941
1.6562097,2.9182053
1.6664109,2.9333465
1.6654559,2.9263504
1.6820523,2.9778287
1.6807683,2.9600956
1.677349,2.98611
1.6786112,2.9970043
1.6669651,2.9499602
1.6643406,2.9259984
1.6580606,2.9499762
1.6621456,2.9331453
1.6724857,2.9127536
1.6797402,2.977444
1.6681538,2.9602182
1.6608828,2.9982903
1.6676801,2.9158196
1.6742936,2.9459176
1.6572199,2.933398
1.6763521,2.961982
1.6722144,2.9560719
1.6586295,2.9031527
1.6576302,2.908472
1.6791677,2.9921122
1.6668376,2.947903
1.6656848,2.9257185
1.6669931,2.9163494
1.6644062,2.962511
1.6777118,2.9385054
1.6729735,2.9730327
1.6615429,2.9395454
1.653547,2.9337358
1.6591494,2.9665763
1.66814,2.9663503
1.6609757,2.9662168
1.670299,2.9805818
1.6784272,2.9610515
1.6804057,2.9759066
1.662563,2.9537313
1.6625141,2.946028
1.6687226,2.980288
1.6852903,2.979678
1.6852461,2.9832733
1.6732956,2.96571
1.6584287,2.91348
1.6715275,2.9669273
1.6627972,2.9402525
1.6699051,2.9315486
1.6586163,2.9730167
1.6701045,2.8842373
1.6638119,2.9760482
1.6758589,2.9246383
1.6757189,2.9752302
1.66798,2.968809
1.6682458,2.9835052
1.6795318,2.9845917
1.6705573,2.9424093
1.6717336,2.9041636
1.6743767,2.992895
1.6747092,2.9316418
1.6740223,2.9480999
1.6680745,2.9486413
1.6719381,2.9424622
1.6776564,2.976085
1.6787018,2.9592996
1.6793344,2.9902973
1.6819636,2.9543445
1.6766633,2.974197
1.6784453,2.933606
1.6805749,2.9256842
1.6678718,2.9652889
1.6633064,2.933703
1.673473,2.9656007
1.6638225,2.9393241
1.6677434,2.930209
1.6712345,2.9672806
1.661571,2.9021103
1.6783504,2.9535637
1.6823449,2.9690063
1.6782905,2.944328
1.6745949,2.985011
1.6755528,2.9253829
1.6691036,2.960141
1.658993,2.9162698
1.6777934,2.9742534
1.6711643,2.943198
1.6768036,2.9973278
1.6855494,2.9839854
1.6663685,2.950726
1.6813654,2.9848726
1.667406,2.9745975
1.6707788,2.9154813
1.6716219,2.9220495
1.6646823,2.987121
1.6711154,2.9621065
1.6672406,2.9482887
1.6768907,2.959148
1.6671532,2.9511313
1.6732075,2.9395723
1.6667066,2.959507
1.6828089,2.9732041
1.6784145,2.980489
1.6842264,2.9808443
1.6849455,2.9775453
1.6836188,2.9472983
1.6668948,2.9535604
1.6698508,2.9712143
1.652916,2.9364781
1.6786636,2.981599
1.6683049,2.95912
1.676425,2.985288
1.6625509,2.958917
1.6564426,2.9288085
1.6489983,2.9411604
1.6781689,2.9582386
1.6720374,2.9112983
1.6682149,2.9830503
1.6688865,2.9285288
1.6710892,2.9235532
1.6663557,2.9246728
1.6712676,2.927995
1.6693491,2.9764397
1.6648155,2.9633093
1.6790229,2.9532862
1.685874,2.9216237
1.6837684,2.9720478
1.6616068,2.9740193
1.6678486,2.983049
1.6530877,2.9297965
1.6686816,2.9405365
1.6791314,2.9865012
1.656244,2.952526
1.6653422,2.9339275
1.6700329,2.9549499
1.6695267,2.9666257
1.6795083,2.9621093
1.6817322,2.9452095
1.6674881,2.9465008
1.6881547,2.9696414
1.6716086,2.945414
1.6646893,2.9601274
1.6792318,2.956393
1.668402,2.9369738
1.6730359,2.94916
1.6716117,2.9115593
1.6632751,2.9565475
1.6761345,2.956528
1.6738082,2.9629648
1.6633192,2.9773598
1.668078,2.9392028
1.6683885,2.9562154
1.6661286,2.9672184
1.6636022,2.9202538
1.6676524,2.9364026
1.6789856,2.9485881
1.6597121,2.9199257
1.6669387,2.954017
1.655354,2.9311423
1.6735038,2.9375024
1.6750404,2.9405165
1.6730537,2.980364
1.6912934,3.0019417
1.6781056,2.9773571
1.6771764,2.9405425
1.6735461,2.9281807
1.6680949,2.9589734
1.6669861,2.9139407
1.6750641,2.986617
1.6596642,2.8824847
1.6756207,2.961829
1.6730675,2.9225202
1.6692368,2.893063
1.6780342,2.9705498
1.6707072,2.9502075
1.6646276,2.8968081
1.6733501,2.9504519
1.6731066,2.9445493
1.6595296,2.9192467
1.6735063,2.9263575
1.6704581,2.980232
1.6711426,2.938677
1.6732342,2.9502728
1.655237,2.9622097
1.6817096,2.9850695
1.665363,2.939605
1.6683109,2.9422216
1.6670753,2.9305325
1.6834522,2.9881625
1.6813325,3.0126457
1.6698712,2.9678953
1.6569997,2.9385023
1.666217,2.9836335
1.6773124,2.9548526
1.6796771,2.997077
1.6592374,2.9164743
1.6714603,2.9468536
1.6788441,2.9759119
1.6602081,2.9261818
1.6593282,2.88304
1.6724824,2.9861426
1.6883717,2.9230616
1.664883,2.9603379
1.6778398,2.9523823
1.686264,2.959522
1.6692628,2.927932
1.692136,2.9649599
1.6850586,2.9459665
1.6818748,2.9483483
1.668102,2.9461217
1.6941801,3.0253968
1.6698709,2.9855466
1.6750546,2.9824152
1.6604694,2.9482455
1.6672657,2.9206922
1.6715153,2.9648314
1.6640557,2.9685605
1.6793299,3.0188498
1.661605,2.897913
1.6832553,2.9239285
1.6733187,2.9907162
1.6838064,2.9844804
1.6771493,3.0069723
1.6897681,2.9805455
1.6799247,2.9811273
1.6731515,2.9831328
1.6567402,2.9499333
1.6786072,2.971822
1.6726785,2.9440224
1.6698588,2.9303057
1.6609819,2.9126346
1.676448,2.972177
1.6613604,2.8881712
1.6656909,2.9292614
1.6720556,2.9449825
1.6664636,2.9480245
1.6612761,2.9239328
1.6801956,2.901872
1.6839995,2.9631495
1.6746905,2.9486325
1.6733788,2.9388778
1.6730477,2.9574459
1.6590493,2.917907
1.6767442,2.9704225
1.6763229,2.9474964
1.6649983,2.948386
1.6693168,2.9616811
1.6636442,2.9501913
1.679808,2.9296021
1.6586826,2.9014435
1.6838728,2.9745388
1.6747928,2.929163
1.6634017,2.9652278
1.6826308,2.9935372
1.6720535,2.9468844
1.6860212,2.952771
1.6780189,2.959112
1.6626108,2.9266343
1.6740327,2.9734864
1.6633112,2.9250596
1.6763725,2.9664063
1.6786635,2.981556
1.6803907,2.9635575
1.6717466,2.9669251
1.6696541,2.9628665
1.675556,2.9769962
1.67319,2.9626145
1.6697401,2.9339328
1.6562907,2.8974562
1.6680973,2.9644415
1.6824797,2.9646537
1.6766441,2.9937637
1.6592848,2.950804
1.6666082,2.929777
1.6548713,2.9277062
1.6773257,3.003133
1.6583956,2.983431
1.6639402,2.9512534
1.6748354,2.929961
1.6769838,2.9363863
1.6579349,2.9206908
1.6746407,2.9678557
1.6800419,2.9555924
1.6798334,2.9804022
1.6744436,2.8983898
1.6728579,2.9459877
1.67291,2.9706016
1.6897398,2.941933
1.6804847,2.9925613
1.6698115,2.941024
1.6730131,2.9985042
1.6714443,2.9632952
1.6643003,2.9344645
1.6795567,2.9836094
1.6555928,2.9173543
1.6782125,2.9576354
1.6722202,2.96078
1.6607782,2.942971
1.6651685,2.9403913
1.6832708,2.9394999
1.677851,2.9324923
1.6841238,2.9706104
1.6776979,2.9673886
1.6649655,2.970259
1.670641,2.970235
1.669431,2.9549267
1.6688882,2.9240816
1.6604662,2.9440446
1.6691105,2.9469047
1.6786062,2.9673119
1.6799431,2.9295318
1.6740054,2.9538786
1.6671973,2.9415898
1.6695987,2.9534411
1.6615648,2.9368825
1.6871917,2.9652603
1.6695778,2.9408832
1.6624485,2.9569292
1.6823611,2.9810808
1.6811038,2.9953313
1.6710682,2.9535196
1.6818613,2.9578652
1.6639222,2.955229
1.6762955,2.9569058
1.6737146,2.996485
1.6663442,2.9507961
1.675884,2.973949
1.6730244,2.9911435
1.6784755,2.9942713
1.6725726,2.9624758
1.6832842,2.954373
1.6681597,2.9311779
1.6756736,2.9836328
1.6746123,2.9230602
1.6841981,2.926709
1.6746458,2.943561
1.6706398,2.981001
1.6651878,2.908858
1.6780293,2.9723783
1.6633189,2.934277
1.6939687,3.004972
1.6754882,2.972764
1.6632212,2.9626546
1.6793693,2.980388
1.6780663,2.991693
1.678863,2.9628954
1.6740488,2.9610198
1.6739147,2.9511201
1.6863395,2.9506998
1.6779976,2.9450765
1.6677537,2.957512
1.6796223,2.958157
1.6710621,2.9367988
1.6715008,2.9074643
1.6792657,2.96905
1.6786258,2.952371
1.6717792,2.9386048
1.6730604,2.9729812
1.665367,2.9608161
1.6796016,2.9552395
1.6692209,2.8980408
1.6831055,2.9802
1.6673404,2.9666643
1.6713177,2.9087858
1.6797254,2.9580743
1.6730231,2.9370384
1.6811316,2.9367568
1.6735615,2.9823556
1.6651971,2.9357202
1.6784278,2.936765
1.6681981,2.9559577
1.6723064,2.94242
1.6662889,2.9647932
1.6627982,2.958826
1.6705608,2.9416616
1.6800383,2.9344351
1.6816577,2.9639642
1.6707602,2.970397
1.6684557,2.9709268
1.6716393,2.9594567
1.6742609,2.954739
1.6778548,2.9820223
1.6758711,2.9659028
1.6828552,2.966646
1.6767988,2.9467175
1.6570569,2.9261284
1.668525,2.9451034
1.681533,2.9576194
1.6811028,2.9662762
1.6854191,2.9676235
1.6760463,2.9729261
1.6688852,2.9540691
1.6766084,2.9344478
1.67962,2.9384482
1.667133,2.9532573
1.6637369,2.9358904
1.6817831,2.9778328
1.6740862,2.98193
1.662963,2.9351327
1.6631693,2.9419389
1.6698089,2.950172
1.6635242,2.9390745
1.673562,2.970123
1.678458,2.9577262
1.6595911,2.926631
1.6766641,2.964298
1.6703546,2.9331286
1.6586063,2.9080014
1.673798,2.9608738
1.677507,2.9286342
1.67454,2.9801428
1.6805822,2.990153
1.6779923,2.9765475
1.6669703,2.9335134
1.678866,2.9371421
1.6683286,2.989398
1.6889324,2.9938288
1.6726928,2.9669468
1.6650578,2.9597306
1.6751801,2.983639
1.6848596,3.0130212
1.6688985,2.9453943
1.6812037,2.9377844
1.6806653,2.9501307
1.6668618,2.967703
1.6761351,2.9777508
1.6724458,2.9617078
1.6686193,2.9654248
1.6586751,2.8971906
1.6601349,2.9166749
1.6597143,2.9641914
1.6781013,2.969684
1.658844,2.9755042
1.6770107,2.9915974
1.6844605,2.9155815
1.6547052,2.947044
1.6622561,2.9362175
1.6766337,2.9524007
1.6720312,2.9219537
1.6704369,2.9337897
1.6734782,2.9355803
1.667638,2.920311
1.6818954,2.964355
1.6681552,2.9305787
1.667034,2.8973794
1.6661364,2.9554045
1.6732842,2.9276912
1.676696,2.9807792
1.660928,2.9346364
1.6605989,2.908459
1.681196,2.9766407
1.6737229,2.9428995
1.6670411,2.9592052
1.6624846,2.8900583
1.6671284,2.9230855
1.6753185,2.9663622
1.6722211,2.958077
1.6834371,2.9457197
1.6620276,2.9193041
1.6689218,2.9511867
1.674212,2.9718268
1.6755769,2.9423213
1.6763827,2.9375608
1.6720601,2.9379141
1.671571,2.9321866
1.669174,2.9352329
1.6673633,2.9172611
1.6746985,2.9238737
1.6715083,2.937861
1.6710781,2.9381175
1.6739311,2.9331794
1.6735376,2.9612474
1.6807289,2.9878912
1.6621355,2.9095314
1.6602001,2.8986096
1.6821171,2.9596171
1.6633617,2.9021595
1.6682198,2.9388554
1.6710414,2.9417238
1.6663518,2.9410944
1.6611502,2.9975152
1.675347,2.9344976
1.6685872,2.9340925
1.678309,2.9844067
1.6736063,2.944375
1.6724609,2.9361918
1.6628271,2.92084
1.6637326,2.930957
1.6724925,2.9119916
1.6746583,2.929478
1.6752692,2.987318
1.6826903,2.967596
1.6665027,2.9374738
1.6725668,2.9636269
1.6547166,2.9470897
1.6755824,2.9512084
1.6824259,2.973246
1.6700399,2.9355016
1.6779665,2.9380908
1.6798838,2.912591
1.6584781,2.9311638
1.6627581,2.9246056
1.6800513,2.9558752
1.689342,2.9882143
1.6798122,2.9235163
1.6639297,2.9648557
1.6757753,2.944113
1.6778474,2.9291131
1.6656446,2.9338415
1.6765739,2.959223
1.6730355,2.9537396
1.6591998,2.9307709
1.6654633,2.9125965
1.671805,2.974913
1.6641122,2.929329
1.6574287,2.9061925
1.6795336,2.965027
1.6774263,3.016487
1.6762317,2.9449365
1.6780318,2.967824
1.6638496,2.943924
1.6772609,2.9536648
1.6776028,2.9490888
1.6661243,2.933751
1.6683031,2.9667435
1.6693441,2.9307997
1.6635624,2.938413
1.6754626,2.926081
1.6718541,2.9723818
1.6832433,2.966244
1.6638472,2.9543757
1.6683445,2.9618351
1.661433,2.9566922
1.6635139,2.9309201
1.6698128,2.9448745
1.6733617,2.9738975
1.6724669,2.9332662
1.6728971,2.9336905
1.6651746,2.928247
1.6766245,2.9525375
1.6646073,2.9784536
1.6832798,2.9988897
1.6750329,2.94454
1.6566353,2.9758904
1.6589694,2.9573264
1.6755357,2.9630978
1.6683975,2.945499
1.6664463,2.9253135
1.6802958,2.9570565
1.6816803,2.9825842
1.6746933,3.0028028
1.6636397,2.944319
1.6639924,2.9724605
1.6510079,2.9048028
1.6677634,2.9626932
1.672404,2.947419
1.6735307,2.9530578
1.6766325,2.962857
1.6631029,2.9586556
1.674641,2.943654
1.6531008,2.9023564
1.6807154,2.9824634
1.6707115,2.976886
1.6833731,2.9772253
1.6623585,2.966465
1.6759098,2.9411376
1.6749674,2.9521177
1.6728997,2.9429927
1.6730721,2.9421644
1.6782614,2.9258485
1.675934,2.9478357
1.6730143,2.977641
1.6772013,2.9595585
1.6667469,2.9595933
1.674139,2.9739263
1.6717042,2.9440129
1.6702567,2.9968553
1.67114,2.9261131
1.6757809,2.952634
1.6629825,2.8894784
1.6761298,2.972294
1.663664,2.9590225
1.6821682,2.9564152
1.6678207,2.936837
1.6702555,2.9636388
1.6785278,2.9546185
1.6716417,2.9296312
1.6744411,2.9357417
1.6789289,2.9471807
1.6686355,2.9779153
1.6560211,2.9107616
1.6712896,2.9467568
1.6810243,2.9877775
1.6626831,2.9380944
1.6782774,2.964001
1.6881715,2.981555
1.6728817,2.9549637
1.6661819,2.9259684
1.680439,2.9464834
1.6735308,2.9427028
1.6849089,2.9693723
1.6831747,2.9594758
1.6671194,2.978674
1.6530541,2.9232676
1.6637541,2.9523985
1.6683784,2.9417017
1.6671886,2.9438202
1.6712993,2.9561427
1.6656208,2.9672496
1.6636096,2.9226987
1.6650038,2.9429882
1.6691974,2.9316487
1.6561679,2.909577
1.6749828,3.0019581
1.6510605,2.9271796
1.6580459,2.929584
1.6651671,2.9478688
1.6540093,2.903551
1.6830282,2.976688
1.6721569,2.9487658
1.6744248,2.9507823
1.6700672,2.9486892
1.6603748,2.9396446
1.6704451,2.9126909
1.669377,2.9145055
1.6634183,2.962137
1.6673801,2.8922193
1.6779706,2.9763548
1.6830803,3.011079
1.6714005,2.9720843
1.6769326,2.953251
1.6701673,2.9624817
1.6789712,2.9529762
1.6714833,2.9369185
1.6779876,2.9539099
1.6629833,2.9105659
1.6722114,2.9787416
1.6845117,2.9715605
1.6718364,2.9598157
1.6597669,2.909347
1.6787829,2.9754982
1.6869105,2.9591088
1.6692548,2.915455
1.6712929,2.9606254
1.6755254,2.9266806
1.6872803,3.009233
1.6703146,2.940484
1.6905473,2.9907115
1.6781384,2.951234
1.6723323,2.9598098
1.6542832,2.9231994
1.6656058,2.9139483
1.6811874,2.9714608
1.6782426,2.96544
1.6638402,2.9571922
1.6698709,2.9518135
1.6794357,2.96648
1.6813554,2.940546
1.6629717,2.9415462
1.6747121,2.934492
1.667346,2.9404433
1.6661588,2.912437
1.6736388,2.9406605
1.6683017,2.9144528
1.6590173,2.9041126
1.6741145,2.9832149
1.6762465,2.9940844
1.6711191,2.924442
1.6636438,2.906123
1.6701988,2.9622054
1.654327,2.9131875
1.6788185,2.991291
1.6717869,2.9718285
1.6762881,2.9933205
1.6750594,2.9434645
1.6543405,2.93917
1.6717516,2.9809306
1.6762686,2.938431
1.6678941,2.9219213
1.6741282,2.9796474
1.665819,2.8812175
1.6764855,2.9451888
1.6774448,2.9621458
1.6576926,2.9086387
1.6655105,2.92587
1.6784852,2.9595551
1.6808575,2.9375486
1.670124,2.917519
1.6638167,2.968126
1.6746789,2.9557486
1.6854765,2.9942453
1.6759202,2.958383
1.6828084,2.9640677
1.6749939,2.9758203
1.6615986,2.9424262
1.6781976,2.9570675
1.6692117,2.9185934
1.6660392,2.9747252
1.6718242,2.9534144
1.6686745,2.9565005
1.671195,2.9190645
1.6636504,2.9389207
1.6641126,2.9729338
1.6727338,2.961176
1.6633458,2.855117
1.6696649,2.968959
1.6751449,2.9269974
1.674201,2.9602838
1.6702957,2.97702
1.6659359,2.9459016
1.6820827,2.9650059
1.6661785,2.9683776
1.661709,2.9522002
1.659636,2.954004
1.6554303,2.9112337
1.6685475,2.938726
1.659042,2.949087
1.6705823,2.936597
1.676094,2.9591925
1.6661838,2.9183066
1.6771135,2.8942745
1.6639466,2.9744847
1.6668983,2.9792097
1.6719368,2.97392
1.6730162,2.9470148
1.6741098,2.9251752
1.6618629,2.9713933
1.6651905,2.9300723
1.6624485,2.934157
1.6751281,2.920664
1.6743393,2.963732
1.6677287,2.8986084
1.6541016,2.889077
1.6735594,2.9491613
1.6818835,2.9349332
1.6861202,2.9790208
1.6704828,2.8918307
1.6730425,2.9516003
1.6801286,2.983249
1.6777232,3.0016274
1.6886683,2.9656072
1.6565698,3.0157492
1.6665988,2.9367726
1.6425722,2.872022
1.6661594,2.9442093
1.6663462,2.9365137
1.6809675,2.939088
1.667802,2.9659665
1.6694432,2.9706848
1.6743323,2.942466
1.6701208,2.9652238
1.6547798,2.9343371
1.6747601,2.9673562
1.6863606,2.9291692
1.6659318,2.9616427
1.668671,2.9638138
1.6711556,2.9302328
1.6695178,2.9423532
1.6715646,2.952293
1.6814518,2.993459
1.6746218,2.9406998
1.6651922,2.9233925
1.6692216,2.9456902
1.659343,2.911952
1.6850373,2.953779
1.6728125,2.937181
1.6666151,2.9408138
1.663395,2.927172
1.6759598,2.9269936
1.6464827,2.9242308
1.669802,2.9471734
1.6702443,2.9158454
1.6709328,2.895192
1.6653991,2.9443848
1.6689199,2.9542089
1.6829942,2.9202294
1.6777285,2.9589295
1.6714704,2.9680228
1.6851019,2.9619417
1.660315,2.9301884
1.681207,2.9796865
1.6696779,2.963491
1.6734471,2.9752793
1.6827304,2.967383
1.6705868,2.9250252
1.6652381,2.9163733
1.6723117,2.947975
1.6607791,2.9291837
1.674836,2.9478023
1.6661537,2.885111
1.6582135,2.9101315
1.6771337,2.9842126
1.6690907,2.9590473
1.6678894,2.9225705
1.6522278,2.8742607
1.6735959,2.9456673
1.6753352,2.9367201
1.6581749,2.944886
1.6651165,2.9383347
1.6718663,2.9714448
1.6880285,2.9701653
1.6821473,2.951528
1.6741418,2.9801378
1.6760964,2.9597414
1.6753997,2.9680765
1.6750486,2.9791508
1.6622275,2.913102
1.6696328,2.9532905
1.6781827,2.947294
1.675862,2.9615896
1.6749275,2.9712985
1.6778471,2.9529667
1.683278,2.9525647
1.6660666,2.957768
1.6786332,2.9661183
1.6711466,2.9582493
1.6628551,2.948952
1.6693404,2.9746156
1.6814361,2.953221
1.6588503,2.9421098
1.6686822,2.9825163
1.6754802,2.9529717
1.6712503,2.9156327
